image_id,split,image_path,width,height,total_labels,small_labels,medium_labels,large_labels,small_ratio,border_object_count,border_object_ratio,density_level,small_object_level,dominant_classes,roi_best_by_small_efficiency,roi_best_by_small_coverage
9999940_00000_d_0000075,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000075.jpg,1400,788,46,31,15,0,0.6739130434782609,10,0.21739130434782608,medium,some_small,pedestrian|car|van,center,uncertain
9999940_00000_d_0000076,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000076.jpg,1400,788,60,31,29,0,0.5166666666666667,23,0.38333333333333336,medium,some_small,pedestrian|car|van,uncertain,density
9999940_00000_d_0000077,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000077.jpg,1400,788,29,18,11,0,0.6206896551724138,6,0.20689655172413793,low,some_small,van|car|pedestrian,horizon,density
9999940_00000_d_0000078,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000078.jpg,1400,788,30,13,17,0,0.43333333333333335,3,0.1,medium,some_small,car|van|motor,horizon,uncertain
9999940_00000_d_0000079,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000079.jpg,1400,788,22,10,12,0,0.45454545454545453,1,0.045454545454545456,low,some_small,car|van|pedestrian,horizon,density
9999940_00000_d_0000080,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000080.jpg,1400,788,26,16,10,0,0.6153846153846154,3,0.11538461538461539,low,some_small,car|van|pedestrian,horizon,uncertain
9999940_00000_d_0000081,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000081.jpg,1400,788,29,22,7,0,0.7586206896551724,2,0.06896551724137931,low,many_small,car|pedestrian|motor,horizon,density
9999940_00000_d_0000082,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000082.jpg,1400,788,103,100,3,0,0.970873786407767,7,0.06796116504854369,high,many_small,car|van|bus,horizon,uncertain
9999940_00000_d_0000083,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000083.jpg,1400,788,11,7,4,0,0.6363636363636364,2,0.18181818181818182,low,some_small,car|pedestrian|motor,horizon,horizon
9999940_00000_d_0000084,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000084.jpg,1400,788,23,21,2,0,0.9130434782608695,3,0.13043478260869565,low,many_small,car|motor|people,uncertain,uncertain
9999940_00000_d_0000085,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000085.jpg,1400,788,41,39,2,0,0.9512195121951219,6,0.14634146341463414,medium,many_small,car|pedestrian|truck,horizon,uncertain
9999940_00000_d_0000086,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000086.jpg,1400,788,91,76,15,0,0.8351648351648352,13,0.14285714285714285,medium,many_small,car|pedestrian|van,horizon,uncertain
9999940_00000_d_0000087,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000087.jpg,1400,788,68,56,11,1,0.8235294117647058,7,0.10294117647058823,medium,many_small,car|pedestrian|truck,horizon,density
9999940_00000_d_0000088,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000088.jpg,1400,788,68,31,32,5,0.45588235294117646,5,0.07352941176470588,medium,some_small,pedestrian|car|bus,horizon,uncertain
9999940_00000_d_0000089,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000089.jpg,1400,788,75,59,16,0,0.7866666666666666,8,0.10666666666666667,medium,many_small,car|van|pedestrian,horizon,density
9999940_00000_d_0000090,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000090.jpg,1400,788,82,72,9,1,0.8780487804878049,8,0.0975609756097561,medium,many_small,car|van|pedestrian,center,density
9999940_00000_d_0000091,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000091.jpg,1400,788,35,9,23,3,0.2571428571428571,4,0.11428571428571428,medium,few_small,car|van|pedestrian,horizon,density
9999940_00000_d_0000092,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000092.jpg,1400,788,42,21,21,0,0.5,13,0.30952380952380953,medium,some_small,car|van|bus,horizon,density
9999940_00000_d_0000093,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000093.jpg,1400,788,23,11,12,0,0.4782608695652174,3,0.13043478260869565,low,some_small,car|pedestrian|van,center,density
9999940_00000_d_0000094,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000094.jpg,1400,788,15,5,10,0,0.3333333333333333,4,0.26666666666666666,low,few_small,car|truck|bus,horizon,horizon
9999940_00000_d_0000095,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000095.jpg,1400,788,38,32,6,0,0.8421052631578947,8,0.21052631578947367,medium,many_small,pedestrian|car|motor,horizon,density
9999940_00000_d_0000096,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000096.jpg,1400,788,77,63,14,0,0.8181818181818182,7,0.09090909090909091,medium,many_small,car|pedestrian|bus,horizon,density
9999940_00000_d_0000097,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000097.jpg,1400,788,30,19,11,0,0.6333333333333333,4,0.13333333333333333,medium,some_small,van|car|truck,center,uncertain
9999940_00000_d_0000098,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000098.jpg,1400,788,21,16,5,0,0.7619047619047619,4,0.19047619047619047,low,many_small,van|truck|car,center,uncertain
9999940_00000_d_0000099,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000099.jpg,1400,788,21,12,8,1,0.5714285714285714,3,0.14285714285714285,low,some_small,car|van|truck,horizon,density
9999940_00000_d_0000100,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000100.jpg,1400,788,8,8,0,0,1.0,1,0.125,low,many_small,pedestrian|people|bicycle,center,density
9999940_00000_d_0000101,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999940_00000_d_0000101.jpg,1400,788,6,5,1,0,0.8333333333333334,1,0.16666666666666666,low,many_small,pedestrian,density,density
9999942_00000_d_0000001,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000001.jpg,1400,1050,50,8,30,12,0.16,7,0.14,medium,few_small,car|van|bicycle,horizon,horizon
9999942_00000_d_0000002,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000002.jpg,1400,1050,69,22,39,8,0.3188405797101449,13,0.18840579710144928,medium,some_small,car|pedestrian|bicycle,horizon,horizon
9999942_00000_d_0000003,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000003.jpg,1400,1050,43,15,12,16,0.3488372093023256,10,0.23255813953488372,medium,some_small,car|pedestrian|van,horizon,horizon
9999942_00000_d_0000004,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000004.jpg,1400,1050,37,12,21,4,0.32432432432432434,8,0.21621621621621623,medium,some_small,car|pedestrian|people,horizon,horizon
9999942_00000_d_0000005,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000005.jpg,1400,1050,55,1,50,4,0.01818181818181818,12,0.21818181818181817,medium,few_small,motor|pedestrian|people,center,center
9999942_00000_d_0000006,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000006.jpg,1400,1050,38,5,30,3,0.13157894736842105,16,0.42105263157894735,medium,few_small,motor|car|people,center,center
9999942_00000_d_0000007,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000007.jpg,1400,1050,53,13,34,6,0.24528301886792453,9,0.16981132075471697,medium,some_small,motor|pedestrian|car,center,horizon
9999942_00000_d_0000008,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000008.jpg,1400,1050,54,12,39,3,0.2222222222222222,7,0.12962962962962962,medium,some_small,motor|pedestrian|people,uncertain,density
9999942_00000_d_0000009,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000009.jpg,1400,1050,61,20,36,5,0.32786885245901637,8,0.13114754098360656,medium,some_small,motor|pedestrian|people,center,uncertain
9999942_00000_d_0000010,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000010.jpg,1400,1050,20,3,8,9,0.15,2,0.1,low,few_small,car|motor|van,horizon,horizon
9999942_00000_d_0000011,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000011.jpg,1400,1050,44,7,27,10,0.1590909090909091,12,0.2727272727272727,medium,few_small,pedestrian|motor|car,center,density
9999942_00000_d_0000012,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000012.jpg,1400,1050,54,18,25,11,0.3333333333333333,11,0.2037037037037037,medium,some_small,pedestrian|motor|people,center,density
9999942_00000_d_0000013,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000013.jpg,1400,1050,40,6,30,4,0.15,9,0.225,medium,few_small,motor|pedestrian|car,center,center
9999942_00000_d_0000014,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000014.jpg,1400,1050,16,1,6,9,0.0625,0,0.0,low,few_small,car|people|pedestrian,center,center
9999942_00000_d_0000015,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000015.jpg,1400,1050,24,6,11,7,0.25,2,0.08333333333333333,low,few_small,pedestrian|car|people,center,density
9999942_00000_d_0000016,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000016.jpg,1400,1050,35,12,16,7,0.34285714285714286,6,0.17142857142857143,medium,some_small,pedestrian|car|motor,center,density
9999942_00000_d_0000017,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000017.jpg,1400,1050,52,10,23,19,0.19230769230769232,18,0.34615384615384615,medium,some_small,car|pedestrian|bicycle,density,density
9999942_00000_d_0000018,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000018.jpg,1400,1050,27,3,13,11,0.1111111111111111,6,0.2222222222222222,low,few_small,car|motor|pedestrian,density,density
9999942_00000_d_0000019,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000019.jpg,1400,1050,37,5,16,16,0.13513513513513514,6,0.16216216216216217,medium,few_small,car|people|motor,center,density
9999942_00000_d_0000020,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000020.jpg,1400,1050,34,6,12,16,0.17647058823529413,5,0.14705882352941177,medium,few_small,car|pedestrian|motor,horizon,horizon
9999942_00000_d_0000021,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000021.jpg,1400,1050,16,5,4,7,0.3125,6,0.375,low,few_small,car|pedestrian|bicycle,center,center
9999942_00000_d_0000022,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000022.jpg,1400,1050,21,4,10,7,0.19047619047619047,4,0.19047619047619047,low,few_small,car|pedestrian|van,horizon,horizon
9999942_00000_d_0000023,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000023.jpg,1400,1050,22,7,8,7,0.3181818181818182,4,0.18181818181818182,low,few_small,pedestrian|car|motor,center,uncertain
9999942_00000_d_0000024,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000024.jpg,1400,1050,19,5,9,5,0.2631578947368421,1,0.05263157894736842,low,few_small,car|motor|pedestrian,center,density
9999942_00000_d_0000025,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000025.jpg,1400,1050,22,3,11,8,0.13636363636363635,5,0.22727272727272727,low,few_small,car|motor|van,center,uncertain
9999942_00000_d_0000026,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000026.jpg,1400,1050,27,6,13,8,0.2222222222222222,11,0.4074074074074074,low,few_small,car|pedestrian|people,horizon,horizon
9999942_00000_d_0000027,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000027.jpg,1400,1050,28,8,15,5,0.2857142857142857,8,0.2857142857142857,low,few_small,car|motor|van,horizon,density
9999942_00000_d_0000028,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000028.jpg,1400,1050,24,9,11,4,0.375,2,0.08333333333333333,low,few_small,car|pedestrian|truck,horizon,horizon
9999942_00000_d_0000029,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000029.jpg,1400,1050,27,9,10,8,0.3333333333333333,6,0.2222222222222222,low,few_small,car|pedestrian|van,center,density
9999942_00000_d_0000030,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000030.jpg,1400,1050,27,7,17,3,0.25925925925925924,3,0.1111111111111111,low,few_small,car|van|motor,horizon,horizon
9999942_00000_d_0000031,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000031.jpg,1400,1050,33,12,16,5,0.36363636363636365,3,0.09090909090909091,medium,some_small,car|pedestrian|van,horizon,density
9999942_00000_d_0000032,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000032.jpg,1400,1050,34,13,17,4,0.38235294117647056,9,0.2647058823529412,medium,some_small,car|pedestrian|motor,uncertain,uncertain
9999942_00000_d_0000033,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000033.jpg,1400,1050,37,12,21,4,0.32432432432432434,2,0.05405405405405406,medium,some_small,car|pedestrian|van,horizon,density
9999942_00000_d_0000034,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000034.jpg,1400,1050,35,8,22,5,0.22857142857142856,3,0.08571428571428572,medium,few_small,car|motor|van,horizon,density
9999942_00000_d_0000035,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000035.jpg,1400,1050,29,5,17,7,0.1724137931034483,4,0.13793103448275862,low,few_small,car|motor|van,horizon,density
9999942_00000_d_0000036,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000036.jpg,1400,1050,32,12,16,4,0.375,3,0.09375,medium,some_small,car|motor|pedestrian,horizon,uncertain
9999942_00000_d_0000037,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000037.jpg,1400,1050,34,11,20,3,0.3235294117647059,4,0.11764705882352941,medium,some_small,car|pedestrian|motor,horizon,density
9999942_00000_d_0000038,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000038.jpg,1400,1050,25,10,10,5,0.4,1,0.04,low,some_small,car|pedestrian|motor,center,density
9999942_00000_d_0000039,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000039.jpg,1400,1050,31,8,15,8,0.25806451612903225,8,0.25806451612903225,medium,few_small,car|bicycle|people,horizon,horizon
9999942_00000_d_0000040,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000040.jpg,1400,1050,32,0,14,18,0.0,4,0.125,medium,few_small,car|van|bicycle,horizon,horizon
9999942_00000_d_0000041,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000041.jpg,1400,1050,50,38,10,2,0.76,1,0.02,medium,many_small,car|pedestrian|motor,horizon,uncertain
9999942_00000_d_0000042,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000042.jpg,1400,1050,63,54,8,1,0.8571428571428571,0,0.0,medium,many_small,car|pedestrian|people,horizon,uncertain
9999942_00000_d_0000043,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000043.jpg,1400,1050,44,8,32,4,0.18181818181818182,22,0.5,medium,few_small,car|pedestrian|people,horizon,horizon
9999942_00000_d_0000044,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000044.jpg,1400,1050,32,1,23,8,0.03125,9,0.28125,medium,few_small,car|van|pedestrian,horizon,horizon
9999942_00000_d_0000045,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000045.jpg,1400,1050,40,8,25,7,0.2,10,0.25,medium,few_small,car|pedestrian|people,horizon,uncertain
9999942_00000_d_0000046,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000046.jpg,1400,1050,42,9,20,13,0.21428571428571427,9,0.21428571428571427,medium,few_small,car|pedestrian|van,horizon,horizon
9999942_00000_d_0000047,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000047.jpg,1400,1050,52,14,29,9,0.2692307692307692,9,0.17307692307692307,medium,some_small,car|pedestrian|bicycle,horizon,horizon
9999942_00000_d_0000048,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000048.jpg,1400,1050,15,1,13,1,0.06666666666666667,1,0.06666666666666667,low,few_small,car|van|motor,horizon,horizon
9999942_00000_d_0000049,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000049.jpg,1400,1050,51,11,32,8,0.21568627450980393,16,0.3137254901960784,medium,some_small,car|van|pedestrian,horizon,horizon
9999942_00000_d_0000050,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000050.jpg,1400,1050,54,12,31,11,0.2222222222222222,10,0.18518518518518517,medium,some_small,car|pedestrian|van,horizon,horizon
9999942_00000_d_0000051,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000051.jpg,1400,1050,41,14,18,9,0.34146341463414637,9,0.21951219512195122,medium,some_small,car|pedestrian|van,horizon,uncertain
9999942_00000_d_0000052,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000052.jpg,1400,1050,47,9,30,8,0.19148936170212766,12,0.2553191489361702,medium,few_small,car|pedestrian|van,horizon,density
9999942_00000_d_0000053,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000053.jpg,1400,1050,41,4,27,10,0.0975609756097561,4,0.0975609756097561,medium,few_small,car|pedestrian|van,horizon,uncertain
9999942_00000_d_0000054,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000054.jpg,1400,1050,17,4,7,6,0.23529411764705882,2,0.11764705882352941,low,few_small,people|car|pedestrian,center,horizon
9999942_00000_d_0000055,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000055.jpg,1400,1050,19,6,9,4,0.3157894736842105,2,0.10526315789473684,low,few_small,people|car|bicycle,center,uncertain
9999942_00000_d_0000056,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000056.jpg,1400,1050,3,0,2,1,0.0,1,0.3333333333333333,low,few_small,motor|bicycle|car,horizon,horizon
9999942_00000_d_0000057,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000057.jpg,1400,1050,11,4,5,2,0.36363636363636365,0,0.0,low,few_small,pedestrian|car|motor,center,density
9999942_00000_d_0000058,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000058.jpg,1400,1050,23,8,11,4,0.34782608695652173,1,0.043478260869565216,low,few_small,car|awning-tricycle|pedestrian,center,horizon
9999942_00000_d_0000059,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000059.jpg,1400,1050,37,8,27,2,0.21621621621621623,6,0.16216216216216217,medium,few_small,car|pedestrian|van,center,uncertain
9999942_00000_d_0000060,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000060.jpg,1400,1050,62,26,36,0,0.41935483870967744,6,0.0967741935483871,medium,some_small,car|van|motor,center,density
9999942_00000_d_0000061,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000061.jpg,1400,1050,83,59,24,0,0.7108433734939759,6,0.07228915662650602,medium,many_small,car|pedestrian|van,center,density
9999942_00000_d_0000062,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000062.jpg,1400,1050,72,18,54,0,0.25,3,0.041666666666666664,medium,some_small,car|van|truck,uncertain,density
9999942_00000_d_0000063,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000063.jpg,1400,1050,59,20,39,0,0.3389830508474576,3,0.05084745762711865,medium,some_small,car|van|pedestrian,center,density
9999942_00000_d_0000064,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000064.jpg,1400,1050,74,35,39,0,0.47297297297297297,8,0.10810810810810811,medium,some_small,car|van|pedestrian,center,density
9999942_00000_d_0000065,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000065.jpg,1400,1050,77,40,37,0,0.5194805194805194,10,0.12987012987012986,medium,some_small,car|pedestrian|people,horizon,density
9999942_00000_d_0000066,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000066.jpg,1400,1050,89,47,42,0,0.5280898876404494,5,0.056179775280898875,medium,some_small,car|pedestrian|motor,horizon,density
9999942_00000_d_0000067,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000067.jpg,1400,1050,119,50,69,0,0.42016806722689076,8,0.06722689075630252,high,many_small,car|pedestrian|people,density,density
9999942_00000_d_0000068,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000068.jpg,1400,1050,89,33,56,0,0.3707865168539326,4,0.0449438202247191,medium,some_small,car|motor|people,center,density
9999942_00000_d_0000069,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000069.jpg,1400,1050,116,29,87,0,0.25,16,0.13793103448275862,high,some_small,car|pedestrian|van,center,uncertain
9999942_00000_d_0000070,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000070.jpg,1400,1050,36,9,23,4,0.25,10,0.2777777777777778,medium,few_small,car|pedestrian|motor,uncertain,uncertain
9999942_00000_d_0000071,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000071.jpg,1400,1050,35,13,12,10,0.37142857142857144,4,0.11428571428571428,medium,some_small,car|pedestrian|bicycle,horizon,density
9999942_00000_d_0000072,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000072.jpg,1400,1050,48,17,24,7,0.3541666666666667,10,0.20833333333333334,medium,some_small,car|pedestrian|bicycle,center,density
9999942_00000_d_0000073,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000073.jpg,1400,1050,26,8,9,9,0.3076923076923077,5,0.19230769230769232,low,few_small,car|bicycle|truck,horizon,uncertain
9999942_00000_d_0000074,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000074.jpg,1400,1050,33,14,14,5,0.42424242424242425,4,0.12121212121212122,medium,some_small,car|people|pedestrian,horizon,uncertain
9999942_00000_d_0000075,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000075.jpg,1400,1050,41,17,21,3,0.4146341463414634,2,0.04878048780487805,medium,some_small,car|pedestrian|people,center,density
9999942_00000_d_0000076,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000076.jpg,1400,1050,38,16,12,10,0.42105263157894735,4,0.10526315789473684,medium,some_small,car|pedestrian|van,center,density
9999942_00000_d_0000077,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000077.jpg,1400,1050,75,50,20,5,0.6666666666666666,4,0.05333333333333334,medium,many_small,pedestrian|car|bicycle,horizon,density
9999942_00000_d_0000078,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000078.jpg,1400,1050,58,33,20,5,0.5689655172413793,4,0.06896551724137931,medium,some_small,pedestrian|car|people,center,uncertain
9999942_00000_d_0000079,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000079.jpg,1400,1050,51,32,16,3,0.6274509803921569,7,0.13725490196078433,medium,some_small,pedestrian|car|bicycle,center,density
9999942_00000_d_0000080,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000080.jpg,1400,1050,53,30,19,4,0.5660377358490566,11,0.20754716981132076,medium,some_small,pedestrian|bicycle|car,horizon,density
9999942_00000_d_0000081,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000081.jpg,1400,1050,46,23,19,4,0.5,7,0.15217391304347827,medium,some_small,pedestrian|car|bicycle,center,density
9999942_00000_d_0000082,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000082.jpg,1400,1050,33,9,18,6,0.2727272727272727,8,0.24242424242424243,medium,few_small,car|van|pedestrian,center,density
9999942_00000_d_0000083,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000083.jpg,1400,1050,31,7,22,2,0.22580645161290322,6,0.1935483870967742,medium,few_small,car|pedestrian|motor,density,density
9999942_00000_d_0000084,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000084.jpg,1400,1050,27,6,19,2,0.2222222222222222,4,0.14814814814814814,low,few_small,car|motor|pedestrian,horizon,density
9999942_00000_d_0000085,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000085.jpg,1400,1050,20,5,12,3,0.25,3,0.15,low,few_small,car|pedestrian|van,center,center
9999942_00000_d_0000086,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000086.jpg,1400,1050,26,10,12,4,0.38461538461538464,6,0.23076923076923078,low,some_small,car|pedestrian|van,horizon,uncertain
9999942_00000_d_0000087,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000087.jpg,1400,1050,38,13,25,0,0.34210526315789475,13,0.34210526315789475,medium,some_small,car|people|motor,density,density
9999942_00000_d_0000088,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000088.jpg,1400,1050,41,18,15,8,0.43902439024390244,15,0.36585365853658536,medium,some_small,car|people|pedestrian,horizon,density
9999942_00000_d_0000089,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000089.jpg,1400,1050,38,13,23,2,0.34210526315789475,3,0.07894736842105263,medium,some_small,car|pedestrian|motor,uncertain,density
9999942_00000_d_0000090,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000090.jpg,1400,1050,44,13,23,8,0.29545454545454547,11,0.25,medium,some_small,car|pedestrian|motor,horizon,density
9999942_00000_d_0000091,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000091.jpg,1400,1050,29,4,15,10,0.13793103448275862,6,0.20689655172413793,low,few_small,car|pedestrian|people,center,center
9999942_00000_d_0000092,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000092.jpg,1400,1050,20,5,5,10,0.25,3,0.15,low,few_small,car|pedestrian|bicycle,center,density
9999942_00000_d_0000093,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000093.jpg,1400,1050,12,3,4,5,0.25,2,0.16666666666666666,low,few_small,car|pedestrian|motor,horizon,horizon
9999942_00000_d_0000094,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000094.jpg,1400,1050,20,0,5,15,0.0,5,0.25,low,few_small,car|pedestrian|van,horizon,horizon
9999942_00000_d_0000095,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000095.jpg,1400,1050,22,0,5,17,0.0,6,0.2727272727272727,low,few_small,car|pedestrian,horizon,horizon
9999942_00000_d_0000096,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000096.jpg,1400,1050,30,1,10,19,0.03333333333333333,8,0.26666666666666666,medium,few_small,car|pedestrian|van,center,center
9999942_00000_d_0000097,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999942_00000_d_0000097.jpg,1400,1050,24,3,6,15,0.125,9,0.375,low,few_small,car|van|pedestrian,uncertain,uncertain
